feature,importance_mean,importance_std
hold_1289_hand,0.001881122066378005,0.0023146622296641626
std_move_dist,0.00187827064420365,0.0025607531999940207
hold_1259_start,0.0018281554928611277,0.0013867570694465787
hold_1578_hand,0.0016535842289297164,0.0035848975592662597
hold_1281_hand,0.0016196567273437212,0.0005346654254953712
hold_1338_hand,0.0015829194740199614,0.000846493424086332
hold_1495_foot,0.0014664953061104713,0.0023825968557759855
hand_foot_dist,0.0014216726062470375,0.006759925260906529
hold_1355_hand,0.0014057294441196522,0.0013554184636202537
hold_1577_hand,0.001385577272304639,0.002792320190060845
hold_1254_hand,0.0013187284998120053,0.0020942631489954565
hold_1387_finish,0.0010086229715986716,0.00232305102722611
hold_1561_hand,0.0010028062372650082,0.0020247166392376764
hold_1163_start,0.000937767969976111,0.0018894667861731828
hold_1314_hand,0.0008704019364956572,0.0019321244664003581
hold_1230_hand,0.0007299308413444061,0.0012280096319921701
hold_1163_hand,0.0007247624082145965,0.0014506842910965837
hold_1223_start,0.0007142257075693382,0.0012395061146064654
hold_1221_hand,0.0006703080613425172,0.0015039585227231366
hold_1238_hand,0.0006555808618180948,0.0010442567495278522
hold_1201_hand,0.0006042463163127953,0.0019010388746257966
hold_1239_hand,0.000602686259070917,0.0035436885954423414
hold_1183_foot,0.0005373900802084774,0.0006741159494550847
hold_1179_hand,0.0005239293463248585,0.0010746989029260475
hold_1334_hand,0.0005177346174140007,0.0007767965485224826
hold_1286_hand,0.0004329845661564358,0.003714062268520065
foot_to_hand_ratio,0.0004215919750568675,0.0008820579705588412
hold_1262_foot,0.00038964644931782644,0.0011689393479534793
hold_1271_hand,0.0003256839288194424,0.0013875839904632246
hold_1243_start,0.00025857433967546584,0.0007757230190263975
hold_1267_hand,0.00023721317352247694,0.0013985369121523998
hold_1186_hand,0.00014057409794276943,0.0020323705325682537
hold_1192_hand,0.0001022994272403821,0.0013602333064929775
hold_1219_hand,7.776353396957703e-05,0.0002332906019087311
hold_1223_hand,7.563586656860189e-05,0.001448824387547738
hold_1183_hand,0.0,0.0
hold_1387_hand,0.0,0.0
hold_1362_hand,0.0,0.0
hold_1110_foot,0.0,0.0
hold_1540_hand,0.0,0.0
hold_1219_foot,0.0,0.0
hold_1362_finish,0.0,0.0
hold_1190_start,0.0,0.0
hold_1193_hand,0.0,0.0
hold_1161_start,0.0,0.0
hold_1085_foot,0.0,0.0
hold_1377_hand,0.0,0.0
hold_1253_start,0.0,0.0
hold_1158_foot,0.0,0.0
hold_1494_start,0.0,0.0
hold_1373_finish,0.0,0.0
hold_1128_foot,0.0,0.0
hold_1183_start,0.0,0.0
hold_1569_hand,0.0,0.0
hold_4800_foot,0.0,0.0
hold_4781_start,0.0,0.0
hold_4751_hand,0.0,0.0
hold_1376_hand,0.0,0.0
hold_1149_hand,0.0,0.0
hold_1253_foot,0.0,0.0
hold_1239_foot,0.0,0.0
hold_1237_foot,0.0,0.0
hold_1200_start,0.0,0.0
hold_1359_finish,0.0,0.0
hold_1242_hand,0.0,0.0
hold_1492_foot,0.0,0.0
hold_1107_foot,0.0,0.0
hold_1167_start,0.0,0.0
hold_1197_foot,0.0,0.0
hold_1192_foot,0.0,0.0
hold_1075_foot,0.0,0.0
hold_1259_foot,0.0,0.0
hold_1188_hand,0.0,0.0
hold_1246_start,0.0,0.0
hold_1169_hand,0.0,0.0
hold_1104_foot,0.0,0.0
hold_1549_foot,0.0,0.0
hold_1363_hand,0.0,0.0
hold_1117_start,0.0,0.0
hold_1243_hand,0.0,0.0
hold_1590_foot,0.0,0.0
hold_1369_finish,0.0,0.0
hold_1206_hand,0.0,0.0
hold_1250_foot,0.0,0.0
hold_1585_foot,0.0,0.0
hold_1511_start,0.0,0.0
hold_1116_start,0.0,0.0
